sequenceID,min.log.lambda,max.log.lambda
21_chr4,-1.18599501723168,inf
220_chr1,0.365534393205847,inf
220_chr11,-inf,1.965560778372
220_chr17,-inf,2.22225578745769
220_chr2,-2.17363109893519,inf
220_chr3,-inf,-1.06531554469551
220_chr4,-1.51782596270152,inf
221_chr1,-2.87610379006556,inf
221_chr11,-2.96508731779465,inf
221_chr17,-1.82496233152936,inf
221_chr2,-2.86708436268937,inf
221_chr3,-2.06950213297621,inf
221_chr4,-1.46641349158521,inf
222_chr1,-0.523780897279553,inf
222_chr11,-2.94068966419459,inf
222_chr17,-1.98539864368323,inf
222_chr2,-2.12945088753886,inf
222_chr3,-3.27702522463081,inf
222_chr4,-3.12809015116005,inf
223_chr1,-0.566723830946002,inf
223_chr11,-1.95005622593436,inf
223_chr17,-3.15686721029296,inf
223_chr2,-2.87669686913473,inf
223_chr3,-1.69250979370455,inf
223_chr4,-1.11180493672694,inf
224_chr1,-1.55725512866105,inf
224_chr11,-inf,2.14978111561402
224_chr17,-inf,1.75679795348883
224_chr2,-2.84470725124787,inf
224_chr3,-0.598764606445683,inf
224_chr4,-inf,0.219538745233532
225_chr1,-3.00852967684686,inf
225_chr11,-3.90766171360701,inf
225_chr17,-2.28946614406656,inf
225_chr2,-3.72467001075785,inf
225_chr3,-2.95077102676262,inf
225_chr4,-2.74745047968851,inf
226_chr1,-inf,2.05161767438378
226_chr11,-3.07992322152345,inf
226_chr17,-inf,0.623700693739052
226_chr2,-inf,3.2056500297803
226_chr3,-2.75386772364656,inf
226_chr4,-2.93398064780366,inf
227_chr1,-2.49979532924144,inf
227_chr11,-2.88282165117564,inf
227_chr17,-inf,-1.08855353606223
227_chr2,-inf,-0.704096475349068
227_chr3,-1.13269180162643,inf
227_chr4,-inf,0.404460415287683
228_chr1,-inf,2.93490037356029
228_chr11,-2.37729328381007,inf
228_chr17,-inf,0.625635522764932
228_chr2,-inf,4.41553581453345
228_chr3,-2.93741133562524,inf
228_chr4,-2.23798281376023,inf
229_chr1,1.2211634227848,inf
229_chr11,0.427306102095726,inf
229_chr17,1.05481949004021,inf
229_chr2,0.387578057811484,inf
229_chr3,0.517614750328077,inf
229_chr4,0.643163120663947,inf
22_chr1,-inf,2.28261423873051
22_chr11,-1.41426708718344,inf
22_chr17,-inf,1.13887352291668
22_chr2,-1.93245796571418,inf
22_chr3,-0.541550885320076,inf
22_chr4,-0.893554454081243,inf
230_chr1,-inf,4.05211041432936
230_chr11,-2.15971211487302,inf
230_chr17,-inf,1.99050251837751
230_chr2,-inf,3.7246176061239
230_chr3,-2.27484749349393,inf
230_chr4,-1.16653546393832,inf
231_chr1,-2.28578127407274,inf
231_chr11,-2.26533059632079,inf
231_chr17,-2.01323580359197,inf
231_chr2,-1.96934760929663,inf
231_chr3,-1.66397797183046,inf
231_chr4,-1.51731164116983,inf
232_chr1,-inf,2.7034090962837
232_chr11,-2.08994852863318,inf
232_chr17,-inf,1.20400861728899
232_chr2,-inf,3.89204176769069
232_chr3,-2.50336063904381,inf
232_chr4,-0.991095946819347,inf
233_chr1,-inf,3.13314424817788
233_chr11,-3.43849406272408,inf
233_chr17,-inf,1.22858115894568
233_chr2,-inf,3.47441145033474
233_chr3,-2.28029189483161,inf
233_chr4,-3.27654375428129,inf
234_chr1,-2.12695791652848,inf
234_chr11,-inf,2.24677470121135
234_chr17,-inf,2.40958689200224
234_chr2,-2.88777271397494,inf
234_chr3,-4.27054842413956,inf
234_chr4,-inf,0.351849058696354
235_chr1,-0.503090854153348,inf
235_chr11,-inf,3.82873647639975
235_chr17,-inf,3.44217816221953
235_chr2,-inf,2.04203009448925
235_chr3,-1.7587819431528,inf
235_chr4,-1.72021131577821,inf
236_chr1,-1.77099845982876,inf
236_chr11,-2.75656339367974,inf
236_chr17,-2.01062617426341,inf
236_chr2,-1.93689357984954,inf
236_chr3,-2.03679617802528,inf
236_chr4,-2.44485996210309,inf
237_chr1,-1.30333198041508,inf
237_chr11,-2.82475457364667,inf
237_chr17,-1.14573249102906,inf
237_chr2,-2.37486130342776,inf
237_chr3,-0.968550332844172,inf
237_chr4,-2.65736083166897,inf
238_chr1,-2.07888594127148,inf
238_chr11,-2.68731911433184,inf
238_chr17,-2.59783196757091,inf
238_chr2,-1.55794933796695,inf
238_chr3,-3.97323560773616,inf
238_chr4,-2.21769897810802,inf
239_chr1,0.0803541481543531,inf
239_chr11,-inf,2.07812431914887
239_chr17,-inf,1.5495732753628
239_chr2,-2.17764386239654,inf
239_chr3,-2.03912065488678,inf
239_chr4,-1.40800287279096,inf
23_chr1,-0.104674415839156,inf
23_chr11,-2.99287352349943,inf
23_chr17,-1.94633156138583,inf
23_chr2,-3.27991181650338,inf
23_chr3,-3.24998347971084,inf
23_chr4,-1.95383822581104,inf
240_chr1,-2.95969650766443,inf
240_chr11,-3.09398754746323,inf
240_chr17,-1.77083495710799,inf
240_chr2,-3.2711987286951,inf
240_chr3,-3.00714490296523,inf
240_chr4,-2.20125598304793,inf
241_chr1,-3.19439854945756,inf
241_chr11,-3.5445613654887,inf
241_chr17,-1.79097829005498,inf
241_chr2,-2.70002573424248,inf
241_chr3,-3.57883492991419,inf
241_chr4,-2.71298464180159,inf
242_chr1,-2.70579375885275,inf
242_chr11,-3.28663672460401,inf
242_chr17,-2.93807910200046,inf
242_chr2,-1.86639879546003,inf
242_chr3,-3.09160678818239,inf
242_chr4,-2.48738947992544,inf
243_chr1,-2.05886971021896,inf
243_chr11,-2.12599688565565,inf
243_chr17,-1.86848686829966,inf
243_chr2,-2.20007815971983,inf
243_chr3,-2.02982916479978,inf
243_chr4,-1.96292774422884,inf
244_chr1,-1.9844228271248,inf
244_chr11,-3.18976259404221,inf
244_chr17,-inf,1.39816935495454
244_chr2,-inf,1.62934613730861
244_chr3,-2.25899685884223,inf
244_chr4,-2.69033473399554,inf
245_chr1,0.183581085799864,inf
245_chr11,-inf,2.33775260922077
245_chr17,-inf,2.89272460946094
245_chr2,-1.20787392340382,inf
245_chr3,-1.53644291615841,inf
245_chr4,-1.34370899470483,inf
246_chr1,-0.954596914314395,inf
246_chr11,-1.48108422067188,inf
246_chr17,-1.43465539527124,inf
246_chr2,-2.39273034682533,inf
246_chr3,-1.63006966477377,inf
246_chr4,-1.51253912131126,inf
247_chr11,-inf,3.12437039030983
247_chr17,-inf,3.19997650634808
247_chr2,-2.6186707629993,inf
247_chr3,-inf,2.16810374590805
247_chr4,-inf,1.59808695006038
248_chr1,-0.542510537570652,inf
248_chr11,-inf,2.66563808504738
248_chr17,-inf,0.467109155318066
248_chr2,-3.54262514908843,inf
248_chr3,-2.81160899771439,inf
248_chr4,-0.79292233168317,inf
249_chr1,-inf,4.05059719612887
249_chr11,-2.28259610463817,inf
249_chr17,-inf,2.0973262304735
249_chr2,-inf,2.93906567455168
249_chr3,-2.04812440581892,inf
249_chr4,-1.12751091399707,inf
24_chr1,-0.857367794556027,inf
24_chr11,-4.10044765141225,inf
24_chr17,-2.83732248192519,inf
24_chr2,-2.82144816709771,inf
24_chr3,-3.89247675702456,inf
24_chr4,-3.91685756589256,inf
251_chr1,-2.56017577687919,inf
251_chr11,-3.54576993693756,inf
251_chr17,-2.61594098506035,inf
251_chr2,-0.954856204618279,inf
251_chr3,-2.22676796120046,inf
251_chr4,-2.41101486556416,inf
252_chr1,0.225686006928296,inf
252_chr11,-inf,0.155806366568282
252_chr17,-inf,0.57841297052879
252_chr2,-inf,2.36717427873521
252_chr3,-2.28160383146924,inf
252_chr4,-inf,1.21154114685597
253_chr1,-inf,2.60996339512829
253_chr11,-1.77762759934884,inf
253_chr17,-0.670996283032259,inf
253_chr2,-inf,3.21852922219674
253_chr3,-2.01644663187009,inf
253_chr4,-1.37369995977665,inf
254_chr1,-inf,2.45373607135552
254_chr11,-0.565802496756339,inf
254_chr17,-inf,1.21016868019223
254_chr2,-inf,1.41741765689257
254_chr3,-2.18601721157439,inf
254_chr4,-1.11040344044104,inf
255_chr1,0.266660165190947,inf
255_chr11,-1.88946321190142,inf
255_chr17,-0.453861102168809,inf
255_chr2,-2.11470705832879,inf
255_chr3,-2.85725043048051,inf
255_chr4,-2.16518198648632,inf
256_chr1,-2.72632742837356,inf
256_chr11,-2.29475270933235,inf
256_chr17,-1.43092274922775,inf
256_chr2,-1.90595442283563,inf
256_chr3,-2.97209037285067,inf
256_chr4,-3.09455482748109,inf
257_chr1,-inf,3.00361119471338
257_chr11,-2.18431485672538,inf
257_chr17,-inf,1.52139817170972
257_chr2,-inf,4.24416578561234
257_chr3,-1.87018523709238,inf
257_chr4,-1.31885410965522,inf
258_chr1,-inf,3.50910421667621
258_chr11,-0.885128907092929,inf
258_chr17,-0.866708439095067,inf
258_chr2,-inf,0.35137200363316
258_chr3,-0.538162690032124,inf
258_chr4,-2.22195817001415,inf
259_chr1,-2.064918351765,inf
259_chr11,-2.23114674667143,inf
259_chr17,-1.07536400881032,inf
259_chr2,-1.98854269590267,inf
259_chr3,-2.96466488170217,inf
259_chr4,-2.4881592813321,inf
25_chr1,-3.20180012820691,inf
25_chr11,-2.25237941496764,inf
25_chr2,-3.07196385426849,inf
25_chr3,-2.86964499843223,inf
25_chr4,-3.56039327314244,inf
260_chr1,-inf,3.51625315529908
260_chr11,-2.1496881041986,inf
260_chr17,-inf,1.75288537842388
260_chr2,-inf,3.12741086890998
260_chr3,-2.39771477034116,inf
260_chr4,-1.70308462923907,inf
261_chr1,-inf,4.20058095495353
261_chr11,-1.97675479139675,inf
261_chr17,-inf,3.16146933521533
261_chr2,-inf,3.03168767408473
261_chr3,-2.12875746416663,inf
261_chr4,-1.29351612956701,inf
262_chr1,0.226583037805204,inf
262_chr11,-2.36710984706112,inf
262_chr17,-1.82637466358501,inf
262_chr2,-2.10945361064015,inf
262_chr3,-1.84337104749453,inf
262_chr4,-2.84407900387753,inf
263_chr1,-1.97968095271626,inf
263_chr11,-3.79763663402277,inf
263_chr17,-1.35753044112717,inf
263_chr2,-2.36159385353751,inf
263_chr3,-3.1296558831148,inf
263_chr4,-2.35882574469639,inf
264_chr11,-3.38819603337027,inf
264_chr17,-3.12576459751503,inf
264_chr2,-3.32889151351815,inf
264_chr3,-3.41144149929957,inf
264_chr4,-3.34992801358554,inf
265_chr1,-1.31397172940215,inf
265_chr11,-2.91468095306809,inf
265_chr17,-0.589832797056126,inf
265_chr2,-1.49585814083658,inf
265_chr3,-2.06855191837695,inf
265_chr4,-1.40115524222409,inf
266_chr1,-1.65158002994471,inf
266_chr11,-1.96338073299646,inf
266_chr17,-2.11145779690343,inf
266_chr2,-2.55263684738448,inf
266_chr3,-2.47816313738873,inf
266_chr4,-1.7178312456369,inf
267_chr1,-1.68422787245821,inf
267_chr11,-1.80162102277828,inf
267_chr2,-2.71690126123099,inf
267_chr3,-1.94950152975141,inf
267_chr4,-1.60550006363047,inf
268_chr1,-1.86491710835819,inf
268_chr11,-3.34813268525328,inf
268_chr17,-1.67712446482477,inf
268_chr2,-2.0469968794678,inf
268_chr3,-1.83889111771498,inf
268_chr4,-2.32898529879791,inf
269_chr1,-inf,3.76326483127412
269_chr11,-inf,1.25849994810854
269_chr17,-inf,2.88895365288124
269_chr2,-inf,3.28745765493573
269_chr3,-0.709716210241188,inf
269_chr4,-0.924197715766052,inf
26_chr1,-1.73647457993443,inf
26_chr11,-inf,0.928311648632429
26_chr17,-inf,1.31104998879668
26_chr2,-3.48833251763619,inf
26_chr3,-3.95388528002379,inf
26_chr4,-0.757642527724747,inf
270_chr1,-inf,2.94231579164366
270_chr11,-inf,2.78948857415531
270_chr17,-inf,0.653469050996448
270_chr2,-0.918049018762426,inf
270_chr3,-inf,1.56812750620456
270_chr4,-0.318986329550047,inf
271_chr1,-2.5205753262717,inf
271_chr11,-3.19060821321221,inf
271_chr17,-0.992318939322677,inf
271_chr2,-1.47310015834123,inf
271_chr3,-2.06869020534696,inf
271_chr4,-1.99466462802819,inf
272_chr1,-1.90673793845344,inf
272_chr11,-2.22690520951125,inf
272_chr17,-0.635688257904092,inf
272_chr2,-2.61389505263572,inf
272_chr3,-2.40426926905549,inf
272_chr4,-2.2788587606298,inf
273_chr1,-inf,2.73361390475601
273_chr11,-2.45130910389282,inf
273_chr17,-inf,2.06345124299299
273_chr2,-2.99601928992131,inf
273_chr3,-0.0156980192994488,inf
273_chr4,-2.0323879023784,inf
274_chr1,-inf,3.43568178946272
274_chr11,-1.43241702992942,inf
274_chr17,-inf,2.32739923401213
274_chr2,-inf,4.19565576386703
274_chr3,-1.31306705938385,inf
274_chr4,-0.755674303606684,inf
275_chr1,-inf,4.09063477466587
275_chr11,-2.96214387010062,inf
275_chr17,-inf,2.67911756030157
275_chr2,-inf,1.78953121335975
275_chr3,-3.21020961296706,inf
275_chr4,-2.04368809414272,inf
276_chr1,-inf,1.31489036630456
276_chr11,-inf,3.28874206306991
276_chr17,-inf,3.21423510763846
276_chr2,-1.29734010019226,inf
276_chr3,-3.45295351466093,inf
276_chr4,-0.915752910137247,inf
277_chr1,-1.00750261616475,inf
277_chr11,-inf,1.7468928503768
277_chr17,-inf,2.31686356780957
277_chr2,-inf,2.05909002212176
277_chr3,-inf,2.69595691996231
277_chr4,-2.63235140155481,inf
278_chr1,-0.904822976224269,inf
278_chr11,-3.30818798214091,inf
278_chr17,-1.24222799498286,inf
278_chr2,-3.09174107703324,inf
278_chr3,-3.18625521290063,inf
278_chr4,-1.8489229483065,inf
279_chr1,-1.65594737791576,inf
279_chr11,-3.21707723867668,inf
279_chr17,-1.55858637291413,inf
279_chr2,-2.87662180300097,inf
279_chr3,-3.17648702720186,inf
279_chr4,-3.63839076417792,inf
27_chr1,-0.127249807002718,inf
27_chr11,-2.2313447612407,inf
27_chr17,-0.848082082525715,inf
27_chr2,-inf,1.14608785588999
27_chr3,-1.61114457899738,inf
27_chr4,-1.03500439756177,inf
281_chr1,-0.799452474160673,inf
281_chr11,-2.08451636962064,inf
281_chr2,-2.65664437274907,inf
281_chr3,-1.879196110964,inf
281_chr4,-1.05364873060771,inf
282_chr1,-inf,3.7809843997873
282_chr11,-3.26279693071266,inf
282_chr17,-inf,2.72636124818704
282_chr2,-inf,4.42449266460932
282_chr3,-1.9184071330254,inf
282_chr4,-2.13709411116478,inf
283_chr1,0.468287924428916,inf
283_chr11,-1.25036124959469,inf
283_chr17,-1.37436020005987,inf
283_chr2,-1.78776918597398,inf
283_chr3,-1.62731466033418,inf
283_chr4,-1.53250646665341,inf
284_chr1,0.281740349769635,inf
284_chr11,-1.48312605657947,inf
284_chr17,-2.21978465746252,inf
284_chr2,-1.95954896009071,inf
284_chr3,-1.66121378498317,inf
284_chr4,-0.592909294357412,inf
285_chr1,0.230957495028832,inf
285_chr11,-1.94753740956962,inf
285_chr17,-1.06403036333973,inf
285_chr2,-2.08720314440706,inf
285_chr3,-2.29896037775857,inf
285_chr4,-1.55691973554387,inf
286_chr1,-1.10574271704955,inf
286_chr11,-2.5355568551066,inf
286_chr17,-2.0029932037272,inf
286_chr2,-2.87653282723764,inf
286_chr3,-2.42866887779172,inf
286_chr4,-2.35691739167936,inf
287_chr1,-2.75368556450414,inf
287_chr11,-3.92782915396353,inf
287_chr2,-inf,3.33268748748538
287_chr3,0.104295648579597,inf
288_chr1,-0.330366018001164,inf
288_chr11,-3.3982224926558,inf
288_chr17,-1.13296595757153,inf
288_chr2,-3.0054101879392,inf
288_chr3,-3.1576774642962,inf
288_chr4,-2.39557232948327,inf
289_chr1,-inf,4.04411414631858
289_chr11,-3.72713297691329,inf
289_chr17,-inf,1.70688260581378
289_chr2,-inf,3.91089375571271
289_chr3,-inf,0.784060414493182
289_chr4,-3.94472044078752,inf
28_chr1,-2.06829186492337,inf
28_chr11,-inf,0.328374052742069
28_chr17,-inf,0.885928801730939
28_chr2,-3.18744317818288,inf
28_chr3,-3.40924421188167,inf
28_chr4,-3.28675167502671,inf
290_chr1,0.0586986942991774,inf
290_chr11,-3.04165308119284,inf
290_chr2,-1.34306762050812,inf
290_chr3,-3.03342664909122,inf
290_chr4,-1.94159275855911,inf
291_chr1,0.0274068521112345,inf
291_chr11,-3.27448243635922,inf
291_chr17,-inf,0.897979675204973
291_chr2,-0.927768354195452,inf
291_chr3,-2.35898584830736,inf
291_chr4,-1.2983517788141,inf
294_chr1,-inf,1.78066010281247
294_chr11,-2.64124410323927,inf
294_chr17,-inf,-0.988310098648032
294_chr2,-1.29674450013992,inf
294_chr3,-2.74800251241691,inf
294_chr4,-2.76774174967546,inf
295_chr1,-2.08598261536196,inf
295_chr11,-4.20283181710575,inf
295_chr17,-1.44032142618381,inf
295_chr2,-2.36021870623909,inf
295_chr3,-2.76413930244342,inf
295_chr4,-2.30532045579629,inf
296_chr1,-1.9391021557534,inf
296_chr11,-2.35802142660316,inf
296_chr17,-1.99145417966928,inf
296_chr2,-2.53989179387974,inf
296_chr3,-1.9848434100434,inf
296_chr4,-3.20968468542676,inf
297_chr1,0.370926986654427,inf
297_chr11,-2.11154638821323,inf
297_chr17,-inf,-0.0810287963127622
297_chr2,-1.14872842343462,inf
297_chr3,-1.09475170409889,inf
297_chr4,-1.49459475602524,inf
298_chr1,-0.85683974888037,inf
298_chr11,-2.44906873517345,inf
298_chr17,-1.12619525561737,inf
298_chr2,-1.64812648059773,inf
298_chr3,-2.5492125378591,inf
298_chr4,-2.58387242843284,inf
299_chr1,-0.38281333846792,inf
299_chr11,-3.73815301072945,inf
299_chr17,-inf,1.67150219765917
299_chr2,-inf,3.65654671086736
299_chr3,-2.31673072470807,inf
299_chr4,-3.9574398003479,inf
29_chr1,-inf,4.19475776357916
29_chr11,-3.08579967936604,inf
29_chr17,-inf,2.04892274970909
29_chr2,-inf,3.13271147673075
29_chr3,-2.90391055718995,inf
29_chr4,-1.57943632302239,inf
2_chr1,-inf,4.26139835647981
2_chr11,-2.87089071893352,inf
2_chr17,-inf,2.71701028398385
2_chr2,-inf,3.97482577213786
2_chr3,-2.19016308286862,inf
2_chr4,-1.53296204784958,inf
300_chr1,-inf,3.90443757219102
300_chr11,-2.85497061461259,inf
300_chr17,-inf,3.79173618078323
300_chr2,-inf,4.64079378203363
300_chr3,-3.84106243236911,inf
300_chr4,-3.25920476298529,inf
301_chr1,-2.35844832721683,inf
301_chr11,-3.36039342408261,inf
301_chr17,-2.38658980857228,inf
301_chr2,-2.43318160996697,inf
301_chr3,-2.10961357602905,inf
301_chr4,-2.30536606573057,inf
302_chr1,-1.67660249753787,inf
302_chr11,-2.53884562591731,inf
302_chr17,-inf,0.657703956228803
302_chr2,-1.88653071629902,inf
302_chr3,-2.04182521757552,inf
304_chr1,-inf,2.84361927982485
304_chr11,-2.58305590724135,inf
304_chr17,-2.16017929636996,inf
304_chr2,-2.07896486551604,inf
304_chr3,-1.40797094889995,inf
304_chr4,-1.83946283809019,inf
305_chr1,0.504290179574669,inf
305_chr11,-0.930247413829766,inf
305_chr17,-inf,0.471393459107753
305_chr2,-1.12312431687418,inf
305_chr3,-1.45672999285013,inf
305_chr4,-0.747816756765618,inf
306_chr1,-inf,1.62923511857346
306_chr11,-0.0324473691398824,inf
306_chr2,-1.40797500527438,inf
306_chr3,-1.14103222374264,inf
306_chr4,-0.201401642884203,inf
307_chr1,-inf,3.09957745539572
307_chr11,-0.469924863741397,inf
307_chr17,0.0962025181600354,inf
307_chr2,-0.914303438815173,inf
307_chr3,-1.44170305196364,inf
307_chr4,-1.18870846330768,inf
308_chr1,-0.350137172489506,inf
308_chr11,-1.65681041923088,inf
308_chr17,-2.06164975527891,inf
308_chr2,-0.518133184735317,inf
308_chr3,-1.15235387318681,inf
308_chr4,-1.83744037750653,inf
309_chr1,-1.68564757398944,inf
309_chr11,-2.04130487300973,inf
309_chr17,-2.16390951767312,inf
309_chr2,-1.71105521072507,inf
309_chr3,-2.72002312552949,inf
309_chr4,-2.25039295705614,inf
30_chr1,-0.724455698560529,inf
30_chr11,-2.38154777630768,inf
30_chr17,-inf,1.95623611253312
30_chr2,-3.63118464337722,inf
30_chr3,-3.23190783762033,inf
30_chr4,-2.82473882387095,inf
310_chr1,-2.45806542642833,inf
310_chr11,-inf,1.45383307286402
310_chr17,-inf,1.86169437982287
310_chr2,-2.52624580832249,inf
310_chr3,-2.19190291033349,inf
310_chr4,-3.08854045663053,inf
311_chr1,-inf,3.24544869387971
311_chr11,-inf,1.1818164273791
311_chr17,-2.81680748274013,inf
311_chr2,-2.13676002528774,inf
311_chr3,-2.25150405613829,inf
311_chr4,-1.84464579598387,inf
312_chr11,-inf,2.64146255570528
312_chr17,-inf,3.31735881248414
312_chr2,-1.77697648957371,inf
312_chr3,-2.15611429527376,inf
312_chr4,-1.87716109879912,inf
313_chr1,-2.1893485798558,inf
313_chr11,-1.86997880144796,inf
313_chr17,-2.17295132521474,inf
313_chr2,-1.85309483485843,inf
313_chr3,-3.2240618216273,inf
313_chr4,-3.90250618212933,inf
314_chr1,-inf,4.17917336765015
314_chr11,-0.491727130025611,inf
314_chr17,-1.15691834406029,inf
314_chr2,-1.80080647604234,inf
314_chr3,-1.12863277874533,inf
314_chr4,-0.944756113669404,inf
315_chr1,0.733488866352317,inf
315_chr11,-0.624225289696142,inf
315_chr17,-1.85227751098025,inf
315_chr2,-1.09680286190666,inf
315_chr3,-1.74113910130711,inf
315_chr4,-0.93298285082831,inf
316_chr1,-3.02207675510012,inf
316_chr11,-inf,3.57729364585692
316_chr17,-inf,3.2918828319644
316_chr2,-inf,1.34881089215587
316_chr3,-2.0306922307023,inf
316_chr4,-inf,1.76505287435292
317_chr1,-inf,3.91093878731932
317_chr11,-3.44395101653399,inf
317_chr17,-inf,2.12766446378853
317_chr2,-inf,3.3657879646829
317_chr3,-3.9960097869413,inf
317_chr4,-3.30793588487428,inf
318_chr1,-0.215633784792298,inf
318_chr11,-inf,0.169909310703643
318_chr17,-inf,0.71431304562758
318_chr2,-2.7356138730157,inf
318_chr3,-4.09014977154503,inf
318_chr4,-2.93090232900612,inf
319_chr1,-2.36717173602044,inf
319_chr11,-2.40877735046008,inf
319_chr17,-2.37266247306953,inf
319_chr2,-1.75286063474892,inf
319_chr3,-2.32721620381489,inf
319_chr4,-1.82454048972569,inf
31_chr1,0.242810293419883,inf
31_chr11,-1.64518000817562,inf
31_chr17,-2.2639548558073,inf
31_chr2,-2.4308127821361,inf
31_chr3,-2.27016636775269,inf
31_chr4,-1.23312869229904,inf
320_chr1,-0.996567937511501,inf
320_chr11,-1.87698771450869,inf
320_chr17,-2.67954526781353,inf
320_chr2,-1.9168488150084,inf
320_chr3,-2.16551435429865,inf
320_chr4,-0.778217644854345,inf
321_chr1,-1.08856172427424,inf
321_chr11,-2.23878243906522,inf
321_chr17,-2.49827368587919,inf
321_chr2,-2.33293339753976,inf
321_chr3,-2.25617377011603,inf
321_chr4,-2.5104686473918,inf
322_chr1,-3.16940858434243,inf
322_chr11,-3.01048446986818,inf
322_chr17,-2.00998528217414,inf
322_chr2,-1.14965099677749,inf
322_chr3,-1.61978240422581,inf
322_chr4,-2.1662090219343,inf
323_chr1,-2.31104835993878,inf
323_chr11,-inf,3.99517188117291
323_chr17,-inf,2.72376005880706
323_chr2,-inf,2.64597735903825
323_chr3,-2.00296894497207,inf
323_chr4,-1.84166206945789,inf
324_chr1,0.0299151997118751,inf
324_chr11,-inf,0.990267099683016
324_chr17,-inf,1.0108712604421
324_chr2,-2.27684104870056,inf
324_chr3,-3.45582951717004,inf
324_chr4,-3.5536554791529,inf
325_chr1,0.983544404549693,inf
325_chr11,-0.583704437951164,inf
325_chr17,-0.957679403576375,inf
325_chr2,-0.412841776770329,inf
325_chr3,-1.29252201274054,inf
325_chr4,-0.0953641556078282,inf
326_chr1,-1.37575674154968,inf
326_chr11,-2.4977967934638,inf
326_chr17,-2.07450888214697,inf
326_chr2,-2.26561293326292,inf
326_chr3,-2.01249843225261,inf
326_chr4,-2.85148578019825,inf
327_chr1,-0.844156183294176,inf
327_chr11,-2.85960182749759,inf
327_chr17,-inf,0.878049167918468
327_chr2,-2.68307747436634,inf
327_chr3,-2.75461498395822,inf
327_chr4,-2.02308047920255,inf
328_chr1,-inf,3.39851314917803
328_chr11,-3.88024662938175,inf
328_chr17,-2.63456151805001,inf
328_chr2,-1.4011446776365,inf
328_chr3,-1.57569656246667,inf
328_chr4,-2.96537107567171,inf
329_chr1,-inf,2.34722156358775
329_chr11,-3.31477376097468,inf
329_chr17,-inf,2.32159664251839
329_chr2,-inf,3.56559585730728
329_chr3,-2.83108828303218,inf
329_chr4,-1.6661624122403,inf
32_chr1,-2.05456648069768,inf
32_chr11,-2.50810614102875,inf
32_chr17,-2.85912289468275,inf
32_chr2,-2.76954261621226,inf
32_chr3,-3.17484993127438,inf
32_chr4,-3.90521042498719,inf
330_chr1,-inf,3.20058410885971
330_chr11,-3.05330915173895,inf
330_chr17,-inf,1.32015812470159
330_chr2,-inf,4.04068684500298
330_chr3,-1.11127515514083,inf
330_chr4,-2.04137768657621,inf
331_chr1,-inf,3.05395099884357
331_chr11,-inf,2.72050464722512
331_chr17,-inf,1.71155304363162
331_chr2,-inf,1.8541976103456
331_chr3,-0.441124640310595,inf
331_chr4,-inf,1.65092381842863
332_chr1,-inf,3.11620186692781
332_chr11,-0.931317516849654,inf
332_chr17,-inf,1.15312831443115
332_chr2,-inf,2.47823265742605
332_chr3,-1.2693758422816,inf
332_chr4,0.555521105660981,inf
333_chr1,-2.0858964983283,inf
333_chr11,-2.52592876153287,inf
333_chr17,-2.25281058809078,inf
333_chr2,-1.45214261989973,inf
333_chr3,-1.86320997347029,inf
333_chr4,-2.62471660176371,inf
334_chr1,-2.8029269099299,inf
334_chr11,-3.44752571358523,inf
334_chr17,-3.25328264307813,inf
334_chr2,-1.79182125334029,inf
334_chr3,-1.9322729789862,inf
334_chr4,-2.18559376856384,inf
335_chr1,-0.258222660253606,inf
335_chr11,-3.23960347697784,inf
335_chr17,-2.17799081491971,inf
335_chr2,-3.23166016235289,inf
335_chr3,-2.16391946326594,inf
335_chr4,-4.46051460709866,inf
336_chr1,-1.66808655446083,inf
336_chr11,-4.65760798609282,inf
336_chr17,-inf,0.916248766661593
336_chr2,-4.23480956256888,inf
336_chr3,-3.77311382320944,inf
336_chr4,-2.10353547385527,inf
337_chr1,-0.120501814931553,inf
337_chr11,-1.35500309617119,inf
337_chr17,-2.53309561314663,inf
337_chr2,-1.74246654114634,inf
337_chr3,-1.96491343777047,inf
337_chr4,-1.18046235100281,inf
338_chr1,-0.113210327352318,inf
338_chr11,-2.63028937992784,inf
338_chr17,-1.06675094955691,inf
338_chr2,-1.92712206913374,inf
338_chr3,-1.69490814029603,inf
338_chr4,-2.11545971616856,inf
339_chr1,1.17013536129254,inf
339_chr11,-1.40376220832208,inf
339_chr17,-1.07748917076542,inf
339_chr2,-1.33816548163527,inf
339_chr3,-1.92139420242651,inf
339_chr4,-1.86353505889099,inf
33_chr1,-0.151892083694012,inf
33_chr11,-inf,2.3156258665026
33_chr17,-inf,1.85227766855019
33_chr2,-2.76220949857384,inf
33_chr3,-inf,2.73577600770777
33_chr4,-1.38790061346859,inf
340_chr1,1.80106025752974,inf
340_chr11,-0.89558192480892,inf
340_chr17,-0.37079841227488,inf
340_chr2,-1.39508632649582,inf
340_chr3,-0.681539967655918,inf
340_chr4,-0.483532606005726,inf
341_chr1,-inf,2.4325788509299
341_chr11,-0.161754825716609,inf
341_chr17,0.0981573047194071,inf
341_chr2,-0.889278335024105,inf
341_chr3,-0.30546631593813,inf
341_chr4,0.884492736600579,inf
342_chr1,-2.19070456860062,inf
342_chr11,-3.00319324710475,inf
342_chr17,-1.28195889691527,inf
342_chr2,-2.0420484838736,inf
342_chr3,-2.40624260829513,inf
342_chr4,-2.12422481709436,inf
343_chr1,0.384287262279185,inf
